City,Month,Avg Daily Deployment,City Center Max Cap,Fleet Size,Tasks per Month,Revenue per Month,Ops Cost per Month,Ops Profit per Month,Revenue per Vehicle per Day,Ops Cost per Task,Compliant,GR Priority
Auckland,Feb 2025,493,550,600,44370,"$133,110.00","$88,740.00","$44,370.00",$9.00,$2.00,yes,High
Auckland,Mar 2025,534,550,600,48060,"$144,180.00","$96,120.00","$48,060.00",$9.00,$2.00,yes,High
Auckland,Apr 2025,489,550,600,44010,"$132,030.00","$88,020.00","$44,010.00",$9.00,$2.00,yes,High
Auckland,May 2025,474,550,600,42660,"$127,980.00","$85,320.00","$42,660.00",$9.00,$2.00,yes,High
Auckland,Jun 2025,598,550,600,53820,"$161,460.00","$107,640.00","$53,820.00",$9.00,$2.00,no,High
Auckland,Jul 2025,580,550,600,52200,"$156,600.00","$104,400.00","$52,200.00",$9.00,$2.00,no,High
Auckland,Aug 2025,600,550,600,54000,"$162,000.00","$108,000.00","$54,000.00",$9.00,$2.00,no,High
Auckland,Sep 2025,507,550,600,45630,"$136,890.00","$91,260.00","$45,630.00",$9.00,$2.00,yes,High
Auckland,Oct 2025,524,550,600,47160,"$141,480.00","$94,320.00","$47,160.00",$9.00,$2.00,yes,High
Auckland,Nov 2025,511,550,600,45990,"$137,970.00","$91,980.00","$45,990.00",$9.00,$2.00,yes,High
Auckland,Dec 2025,540,550,600,48600,"$145,800.00","$97,200.00","$48,600.00",$9.00,$2.00,yes,High
Auckland,Jan 2026,530,550,600,47700,"$143,100.00","$95,400.00","$47,700.00",$9.00,$2.00,yes,High
Auckland,Feb 2026,485,550,600,43650,"$130,950.00","$87,300.00","$43,650.00",$9.00,$2.00,yes,High
Auckland,Mar 2026,512,550,600,46080,"$138,240.00","$92,160.00","$46,080.00",$9.00,$2.00,yes,High
Louisville,Jan 2024,497,450,500,44730,"$119,280.00","$78,277.50","$41,002.50",$8.00,$1.75,no,High
Louisville,Feb 2024,500,450,500,45000,"$120,000.00","$78,750.00","$41,250.00",$8.00,$1.75,no,High
Louisville,Mar 2024,500,450,500,45000,"$120,000.00","$78,750.00","$41,250.00",$8.00,$1.75,no,High
Louisville,Apr 2024,475,450,500,42750,"$114,000.00","$74,812.50","$39,187.50",$8.00,$1.75,no,High
Louisville,May 2024,490,450,500,44100,"$117,600.00","$77,175.00","$40,425.00",$8.00,$1.75,no,High
Louisville,Jun 2024,463,450,500,41670,"$111,120.00","$72,922.50","$38,197.50",$8.00,$1.75,no,High
Louisville,Jul 2024,499,450,500,44910,"$119,760.00","$78,592.50","$41,167.50",$8.00,$1.75,no,High
Louisville,Aug 2024,466,450,500,41940,"$111,840.00","$73,395.00","$38,445.00",$8.00,$1.75,no,High
Louisville,Sep 2024,500,450,500,45000,"$120,000.00","$78,750.00","$41,250.00",$8.00,$1.75,no,High
Louisville,Oct 2024,500,450,500,45000,"$120,000.00","$78,750.00","$41,250.00",$8.00,$1.75,no,High
Louisville,Nov 2024,472,450,500,42480,"$113,280.00","$74,340.00","$38,940.00",$8.00,$1.75,no,High
Louisville,Dec 2024,485,450,500,43650,"$116,400.00","$76,387.50","$40,012.50",$8.00,$1.75,no,High
Louisville,Jan 2025,499,450,500,44910,"$119,760.00","$78,592.50","$41,167.50",$8.00,$1.75,no,High
Louisville,Feb 2025,378,450,500,34020,"$90,720.00","$59,535.00","$31,185.00",$8.00,$1.75,yes,High
Louisville,Mar 2025,466,450,500,41940,"$111,840.00","$73,395.00","$38,445.00",$8.00,$1.75,no,High
Louisville,Apr 2025,500,450,500,45000,"$120,000.00","$78,750.00","$41,250.00",$8.00,$1.75,no,High
Louisville,May 2025,500,450,500,45000,"$120,000.00","$78,750.00","$41,250.00",$8.00,$1.75,no,High
Louisville,Jun 2025,500,450,500,45000,"$120,000.00","$78,750.00","$41,250.00",$8.00,$1.75,no,High
Louisville,Jul 2025,500,450,500,45000,"$120,000.00","$78,750.00","$41,250.00",$8.00,$1.75,no,High
Louisville,Aug 2025,412,450,500,37080,"$98,880.00","$64,890.00","$33,990.00",$8.00,$1.75,yes,High
Louisville,Sep 2025,495,450,500,44550,"$118,800.00","$77,962.50","$40,837.50",$8.00,$1.75,no,High
Louisville,Oct 2025,490,450,500,44100,"$117,600.00","$77,175.00","$40,425.00",$8.00,$1.75,no,High
Louisville,Nov 2025,500,450,500,45000,"$120,000.00","$78,750.00","$41,250.00",$8.00,$1.75,no,High
Louisville,Dec 2025,387,450,500,34830,"$92,880.00","$60,952.50","$31,927.50",$8.00,$1.75,yes,High
Louisville,Jan 2026,440,450,500,39600,"$105,600.00","$69,300.00","$36,300.00",$8.00,$1.75,yes,High
Louisville,Feb 2026,500,450,500,45000,"$120,000.00","$78,750.00","$41,250.00",$8.00,$1.75,no,High
Louisville,Mar 2026,374,450,500,33660,"$89,760.00","$58,905.00","$30,855.00",$8.00,$1.75,yes,High
Bordeaux,Jan 2024,344,350,400,30960,"$82,560.00","$46,440.00","$36,120.00",$8.00,$1.50,yes,High
Bordeaux,Feb 2024,312,350,400,28080,"$74,880.00","$42,120.00","$32,760.00",$8.00,$1.50,yes,High
Bordeaux,Mar 2024,346,350,400,31140,"$83,040.00","$46,710.00","$36,330.00",$8.00,$1.50,yes,High
Bordeaux,Apr 2024,318,350,400,28620,"$76,320.00","$42,930.00","$33,390.00",$8.00,$1.50,yes,High
Bordeaux,May 2024,342,350,400,30780,"$82,080.00","$46,170.00","$35,910.00",$8.00,$1.50,yes,High
Bordeaux,Jun 2024,315,350,400,28350,"$75,600.00","$42,525.00","$33,075.00",$8.00,$1.50,yes,High
Bordeaux,Jul 2024,333,350,400,29970,"$79,920.00","$44,955.00","$34,965.00",$8.00,$1.50,yes,High
Bordeaux,Aug 2024,374,350,400,33660,"$89,760.00","$50,490.00","$39,270.00",$8.00,$1.50,no,High
Bordeaux,Sep 2024,296,350,400,26640,"$71,040.00","$39,960.00","$31,080.00",$8.00,$1.50,yes,High
Bordeaux,Oct 2024,293,350,400,26370,"$70,320.00","$39,555.00","$30,765.00",$8.00,$1.50,yes,High
Bordeaux,Nov 2024,312,350,400,28080,"$74,880.00","$42,120.00","$32,760.00",$8.00,$1.50,yes,High
Bordeaux,Dec 2024,358,350,400,32220,"$85,920.00","$48,330.00","$37,590.00",$8.00,$1.50,no,High
Bordeaux,Jan 2025,314,350,400,28260,"$75,360.00","$42,390.00","$32,970.00",$8.00,$1.50,yes,High
Bordeaux,Feb 2025,392,350,400,35280,"$94,080.00","$52,920.00","$41,160.00",$8.00,$1.50,no,High
Bordeaux,Mar 2025,330,350,400,29700,"$79,200.00","$44,550.00","$34,650.00",$8.00,$1.50,yes,High
Bordeaux,Apr 2025,348,350,400,31320,"$83,520.00","$46,980.00","$36,540.00",$8.00,$1.50,yes,High
Bordeaux,May 2025,312,350,400,28080,"$74,880.00","$42,120.00","$32,760.00",$8.00,$1.50,yes,High
Bordeaux,Jun 2025,294,350,400,26460,"$70,560.00","$39,690.00","$30,870.00",$8.00,$1.50,yes,High
Bordeaux,Jul 2025,376,350,400,33840,"$90,240.00","$50,760.00","$39,480.00",$8.00,$1.50,no,High
Bordeaux,Aug 2025,327,350,400,29430,"$78,480.00","$44,145.00","$34,335.00",$8.00,$1.50,yes,High
Bordeaux,Sep 2025,288,350,400,25920,"$69,120.00","$38,880.00","$30,240.00",$8.00,$1.50,yes,High
Bordeaux,Oct 2025,302,350,400,27180,"$72,480.00","$40,770.00","$31,710.00",$8.00,$1.50,yes,High
Bordeaux,Nov 2025,322,350,400,28980,"$77,280.00","$43,470.00","$33,810.00",$8.00,$1.50,yes,High
Bordeaux,Dec 2025,335,350,400,30150,"$80,400.00","$45,225.00","$35,175.00",$8.00,$1.50,yes,High
Bordeaux,Jan 2026,300,350,400,27000,"$72,000.00","$40,500.00","$31,500.00",$8.00,$1.50,yes,High
Bordeaux,Feb 2026,307,350,400,27630,"$73,680.00","$41,445.00","$32,235.00",$8.00,$1.50,yes,High
Bordeaux,Mar 2026,343,350,400,30870,"$82,320.00","$46,305.00","$36,015.00",$8.00,$1.50,yes,High
New Haven,Jan 2024,292,300,325,26280,"$87,600.00","$52,560.00","$35,040.00",$10.00,$2.00,yes,High
New Haven,Feb 2024,310,300,325,27900,"$93,000.00","$55,800.00","$37,200.00",$10.00,$2.00,no,High
New Haven,Mar 2024,312,300,325,28080,"$93,600.00","$56,160.00","$37,440.00",$10.00,$2.00,no,High
New Haven,Apr 2024,306,300,325,27540,"$91,800.00","$55,080.00","$36,720.00",$10.00,$2.00,no,High
New Haven,May 2024,288,300,325,25920,"$86,400.00","$51,840.00","$34,560.00",$10.00,$2.00,yes,High
New Haven,Jun 2024,317,300,325,28530,"$95,100.00","$57,060.00","$38,040.00",$10.00,$2.00,no,High
New Haven,Jul 2024,307,300,325,27630,"$92,100.00","$55,260.00","$36,840.00",$10.00,$2.00,no,High
New Haven,Aug 2024,324,300,325,29160,"$97,200.00","$58,320.00","$38,880.00",$10.00,$2.00,no,High
New Haven,Sep 2024,323,300,325,29070,"$96,900.00","$58,140.00","$38,760.00",$10.00,$2.00,no,High
New Haven,Oct 2024,324,300,325,29160,"$97,200.00","$58,320.00","$38,880.00",$10.00,$2.00,no,High
New Haven,Nov 2024,324,300,325,29160,"$97,200.00","$58,320.00","$38,880.00",$10.00,$2.00,no,High
New Haven,Dec 2024,307,300,325,27630,"$92,100.00","$55,260.00","$36,840.00",$10.00,$2.00,no,High
New Haven,Jan 2025,325,300,325,29250,"$97,500.00","$58,500.00","$39,000.00",$10.00,$2.00,no,High
New Haven,Feb 2025,322,300,325,28980,"$96,600.00","$57,960.00","$38,640.00",$10.00,$2.00,no,High
New Haven,Mar 2025,308,300,325,27720,"$92,400.00","$55,440.00","$36,960.00",$10.00,$2.00,no,High
New Haven,Apr 2025,320,300,325,28800,"$96,000.00","$57,600.00","$38,400.00",$10.00,$2.00,no,High
New Haven,May 2025,323,300,325,29070,"$96,900.00","$58,140.00","$38,760.00",$10.00,$2.00,no,High
New Haven,Jun 2025,308,300,325,27720,"$92,400.00","$55,440.00","$36,960.00",$10.00,$2.00,no,High
New Haven,Jul 2025,325,300,325,29250,"$97,500.00","$58,500.00","$39,000.00",$10.00,$2.00,no,High
New Haven,Aug 2025,315,300,325,28350,"$94,500.00","$56,700.00","$37,800.00",$10.00,$2.00,no,High
New Haven,Sep 2025,325,300,325,29250,"$97,500.00","$58,500.00","$39,000.00",$10.00,$2.00,no,High
New Haven,Oct 2025,325,300,325,29250,"$97,500.00","$58,500.00","$39,000.00",$10.00,$2.00,no,High
New Haven,Nov 2025,322,300,325,28980,"$96,600.00","$57,960.00","$38,640.00",$10.00,$2.00,no,High
New Haven,Dec 2025,309,300,325,27810,"$92,700.00","$55,620.00","$37,080.00",$10.00,$2.00,no,High
New Haven,Jan 2026,325,300,325,29250,"$97,500.00","$58,500.00","$39,000.00",$10.00,$2.00,no,High
New Haven,Feb 2026,325,300,325,29250,"$97,500.00","$58,500.00","$39,000.00",$10.00,$2.00,no,High
New Haven,Mar 2026,313,300,325,28170,"$93,900.00","$56,340.00","$37,560.00",$10.00,$2.00,no,High
